depth	min	max	median	wmean
613.5	13099.6	14020.4	13514.1	13527.9
614.5	13117.7	14062.4	13543.2	13558.1
615.5	13146.1	14099.8	13573.5	13587.7
616.5	13174.7	14121	13605	13618.2
617.5	13199.9	14153.3	13636.1	13648.4
618.5	13219.1	14189.3	13666.6	13678.1
619.5	13235.2	14232.9	13696.5	13708.2
620.5	13262.2	14269.5	13727.4	13738.2
621.5	13294.5	14296.3	13759.4	13768.1
622.5	13320.8	14318.3	13791.3	13798.2
623.5	13344.8	14352.5	13822.5	13828.1
624.5	13363.1	14383.7	13853.5	13857.7
625.5	13387.8	14409.8	13883.1	13887.9
626.5	13418.5	14432.5	13913.1	13917.4
627.5	13443.6	14463.1	13945.2	13947.4
628.5	13465.1	14496.9	13976.9	13977.3
629.5	13483.9	14535	14007	14007.2
630.5	13510.3	14562.5	14036.4	14036.5
631.5	13542.7	14581.6	14066.8	14065.8
632.5	13568.5	14610.9	14098.4	14095.3
633.5	13591	14641.5	14130.3	14125.9
634.5	13613.3	14675.8	14161.9	14155.4
