depth	min	max	median	wmean
613.5	13165.5	13754.7	13406.6	13426
614.5	13179.6	13831.1	13440.7	13463.1
615.5	13190.4	13916.6	13475.5	13501.1
616.5	13203.2	14002.6	13509.5	13538.5
617.5	13211.3	14084.5	13543.2	13575.5
618.5	13224.9	14171.5	13577.6	13613.4
619.5	13231.9	14250.5	13610.7	13650.4
620.5	13245.3	14334	13648.1	13687.8
621.5	13250.6	14419.4	13679.4	13725.1
622.5	13257.8	14502.4	13713.5	13763
623.5	13264.5	14589.3	13746.8	13799.6
624.5	13270.8	14673	13779.9	13837.1
625.5	13278.6	14758	13813.4	13874.5
626.5	13286.6	14837.4	13849.7	13912
627.5	13291.5	14926.7	13882.8	13949.5
628.5	13298.7	15011.1	13914.7	13986.8
629.5	13304.2	15095	13948.3	14023.9
630.5	13335	15136.3	13986.1	14061.8
631.5	13392.7	15143.5	14027.4	14099.5
632.5	13452.8	15158.2	14072	14136.7
633.5	13502.2	15174.9	14110.5	14174.2
634.5	13558.4	15183.1	14150.3	14211.7
