depth	min	max	median	wmean
613.5	13073.7	14298	13581.9	13616.7
614.5	13092.8	14323.3	13617.5	13650.2
615.5	13121.9	14357.7	13655	13685.1
616.5	13138.9	14395.8	13689.7	13718.5
617.5	13151.3	14435.1	13723.3	13751.7
618.5	13167.3	14482.4	13757.6	13784.7
619.5	13183.6	14545.3	13795.1	13818.3
620.5	13214.2	14585.2	13826.8	13851.9
621.5	13263.6	14605.6	13861.2	13886.8
622.5	13304.8	14627.3	13896.5	13921.3
623.5	13341.1	14654.3	13935.6	13956.3
624.5	13374.2	14678.9	13973.4	13990.3
625.5	13406.1	14709.6	14011.5	14025.7
626.5	13430.6	14740.9	14048.5	14060.5
627.5	13452.7	14772.5	14084	14094.7
628.5	13480.9	14809.8	14120.1	14129.2
629.5	13493.5	14851.9	14158	14165
630.5	13538.8	14882.2	14189.2	14199.1
631.5	13587.8	14907.5	14217.6	14232.1
632.5	13646.6	14924.2	14249.2	14266.3
633.5	13704	14948.4	14280.6	14299.8
634.5	13747.2	14967.4	14310.2	14333
