depth	min95%	max95%	best	accrate
553	11374	12218	11790	31.36
554	11397	12258	11821	30.96
555	11422	12295	11852	30.58
556	11448	12330	11883	30.22
557	11475	12362	11913	29.89
558	11504	12391	11943	29.57
559	11534	12421	11972	29.28
560	11567	12446	12002	29.01
561	11600	12470	12031	28.76
562	11635	12492	12059	28.54
563	11672	12512	12088	28.33
564	11709	12530	12116	28.15
565	11748	12546	12144	27.99
566	11789	12560	12172	27.85
567	11830	12574	12200	27.73
568	11874	12587	12228	27.63
569	11920	12598	12256	27.55
570	11964	12608	12283	27.5
571	12009	12616	12311	27.47
572	12055	12626	12338	27.45
573	12098	12634	12366	27.46
574	12147	12640	12393	27.5
575	12195	12648	12421	27.55
576	12241	12655	12448	27.62
577	12288	12662	12476	27.72
578	12336	12668	12503	27.84
579	12383	12674	12531	27.98
580	12429	12678	12559	28.14
581	12470	12684	12587	28.32
582	12511	12693	12616	28.53
583	12549	12706	12644	28.75
584	12587	12725	12673	29
585	12613	12770	12702	29.26
586	12628	12818	12731	29.54
587	12635	12870	12761	29.84
588	12649	12922	12791	30.15
589	12660	12973	12821	30.48
590	12668	13028	12851	30.83
591	12676	13082	12882	31.19
592	12683	13134	12913	31.57
593	12693	13185	12945	31.96
594	12703	13236	12977	32.37
595	12713	13289	13009	32.8
596	12724	13342	13042	33.25
597	12737	13395	13075	33.71
598	12753	13447	13109	34.18
599	12769	13498	13143	34.68
600	12787	13549	13178	35.19
601	12806	13600	13213	35.71
602	12826	13653	13249	36.26
603	12848	13708	13285	36.82
604	12871	13762	13322	37.39
605	12897	13813	13359	37.98
606	12922	13862	13397	38.59
607	12947	13911	13436	39.22
608	12974	13962	13475	39.86
609	13004	14013	13515	40.52
610	13031	14064	13555	41.19
611	13063	14114	13597	41.88
612	13094	14163	13638	42.59
613	13131	14209	13681	43.31
614	13169	14255	13724	44.05
615	13211	14299	13768	44.81
616	13255	14350	13813	45.58
617	13301	14407	13859	46.37
618	13350	14450	13905	47.18
619	13400	14490	13952	48
620	13454	14533	14000	48.84
621	13511	14578	14049	49.7
622	13562	14623	14099	50.57
623	13614	14661	14149	51.46
624	13665	14704	14201	52.36
625	13714	14746	14253	53.28
626	13777	14789	14307	54.22
627	13832	14831	14361	55.17
628	13893	14869	14416	56.14
629	13966	14907	14472	57.13
630	14023	14953	14529	58.13
631	14074	15009	14587	59.15
632	14131	15059	14647	60.19
633	14189	15108	14707	61.24
634	14220	15178	14768	62.31
635	14256	15262	14830	NA
