depth	min95%	max95%	best	accrate
338	6487	6824	6664	23.09
339	6511	6847	6687	23.09
340	6535	6869	6710	23.09
341	6559	6892	6733	23.09
342	6584	6915	6756	23.09
343	6608	6937	6779	23.09
344	6632	6960	6802	23.09
345	6656	6982	6826	23.09
346	6680	7005	6849	23.09
347	6704	7027	6872	23.09
348	6728	7050	6895	23.09
349	6752	7072	6918	23.09
350	6776	7095	6941	23.09
351	6800	7118	6964	23.09
352	6824	7140	6987	23.09
353	6847	7163	7010	23.09
354	6871	7185	7033	23.09
355	6895	7208	7056	23.09
356	6918	7230	7080	23.09
357	6942	7253	7103	23.09
358	6965	7276	7126	23.09
359	6989	7299	7149	23.1
360	7012	7322	7172	23.1
361	7036	7345	7195	23.1
362	7061	7367	7218	23.1
363	7085	7390	7241	23.1
364	7109	7413	7264	23.1
365	7133	7436	7287	23.1
366	7157	7458	7311	23.1
367	7181	7481	7334	23.1
368	7205	7503	7357	23.1
369	7229	7526	7380	23.1
370	7253	7548	7403	23.1
371	7277	7571	7426	23.1
372	7300	7593	7449	23.1
373	7324	7616	7472	23.1
374	7347	7638	7495	23.1
375	7371	7660	7518	23.1
376	7394	7683	7542	23.1
377	7418	7705	7565	23.1
378	7441	7728	7588	23.1
379	7465	7750	7611	23.1
380	7489	7773	7634	23.1
381	7513	7795	7657	23.1
382	7537	7818	7680	23.1
383	7561	7840	7703	23.1
384	7585	7863	7726	23.1
385	7610	7886	7749	23.1
386	7633	7909	7772	23.1
387	7658	7932	7796	23.1
388	7683	7955	7819	23.1
389	7706	7978	7842	23.1
390	7730	8001	7865	23.1
391	7754	8024	7888	23.1
392	7777	8047	7911	23.1
393	7801	8070	7934	23.1
394	7825	8093	7957	23.1
395	7849	8116	7980	23.1
396	7873	8139	8003	23.1
397	7895	8162	8027	23.1
398	7919	8185	8050	23.1
399	7943	8208	8073	23.1
400	7967	8231	8096	23.1
401	7991	8253	8119	23.1
402	8014	8276	8142	23.1
403	8038	8299	8165	23.1
404	8062	8322	8188	23.1
405	8086	8344	8211	23.1
406	8110	8367	8234	23.1
407	8133	8390	8258	23.1
408	8155	8413	8281	23.1
409	8179	8436	8304	23.1
410	8202	8459	8327	23.1
411	8225	8481	8350	23.1
412	8249	8504	8373	23.1
413	8272	8526	8396	23.1
414	8294	8549	8419	23.1
415	8317	8572	8442	23.1
416	8342	8594	8465	23.1
